"n_id","c_id","n_date","n_new_modi","n_last_modi","n_timestamp","n_topic","n_des","source","sourceLink","keyword","picture","news_use","at_id","d_id","link_html","target","expire","logo","access","n_share","n_shareuse","n_sharename","n_shareid","n_approve","n_approvedate","for_pda","show_newstop","show_vote","show_comment","comment_type","n_owner","n_date_start","n_date_end","n_time","n_delowner","n_deldate","show_group","show_topic","show_date","n_owner_org","show_textsize","show_count","d_id_w3c","picture_alt","html","wcag","css"
"906","11","2558-05-26","20150526085309","20150526085309","2015-05-26 08:53:09","ชี้ต่างด้าวได้ประโยชน์ รายงานตัวทำบัตรสีชมพูใหม่","ก.แรงงาน ชี้แรงงานต่างด้าวได้ประโยชน์ รายงานตัวทำบัตรสีชมพูใหม่ มีสิทธิเท่าเทียมกับแรงงานที่ถูกกฎหมาย เร่งนายจ้างรีบพาไปรายงานตัว หากพ้นกำหนด 30 มิ.ย. 58 พร้อมใช้มาตรการเด็ดขาด",,,,"n20150526_906.jpg","2","10","0",,"_blank","2558-05-31",,,NULL,NULL,NULL,NULL,"Y","2015-07-10",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"907","11","2558-05-29","20150529160501","20150529160501","2015-05-29 16:05:01","ข้าราชการที่ดีต้องยึดประชาชนเป็นศูนย์กลาง","ก.แรงงาน ส่งเสริมการเป็นข้าราชการที่ดี ข้าราชการที่ดีต้องยึดประชาชนเป็นศูนย์กลาง ทำงานเพื่อประโยชน์ประชาชนและแผ่นดิน จัดบรรยายธรรม น้อมนำหลักธรรม พัฒนาจิต สร้างสติ",,,,"n20150529_907.jpg","2","10","0",,"_blank","2558-06-03",,,NULL,NULL,NULL,NULL,"Y","2015-07-14",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"908","11","2558-06-04","20150604084804","20150604084804","2015-06-04 08:48:04","4 กระทรวง เร่งออก กม. ลูกรองรับร่าง กม.แรงงานทะเล","ก.แรงงาน ร่วมมือประสาน ก.สาธารณสุข ก.การต่างประเทศ ก.คมนาคมร่วมภาคเอกชนเร่งออกกฎหมายลูกรองรับร่างกฎหมายแรงงานทะเล ช่วยขจัดปัญหาเจ้าของเรือและแรงงานได้รับการดูแลตามหลักสากล สร้างความมั่นคงด้านเศรษฐกิจ",,,,"n20150604_908.jpg","2","10","0",,"_blank","2558-06-09",,,NULL,NULL,NULL,NULL,"Y","2015-07-17",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"909","11","2558-06-05","20150605084453","20150605084453","2015-06-05 08:44:53","เปิด!! ศูนย์บริการจัดหางานเพื่อคนไทย จ.นครปฐม ลดความเหลื่อมล้ำของคนในสังคม นำไปสู่อนาคตที่ดี","รมว.แรงงาน เปิด ศูนย์บริการจัดหางานเพื่อคนไทย Smart Job Center จ.นครปฐม รองรับประชาชนในพื้นที่และใกล้เคียง ลดความเหลื่อมล้ำของคนในสังคม นำไปสู่อนาคตที่ดี เพื่อให้คนไทยทุกกลุ่มมีงานทำ",,,,"n20150605_909.jpg","2","10","0",,"_blank","2558-06-10",,,NULL,NULL,NULL,NULL,"Y","2015-07-20",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"910","11","2558-06-08","20150608092246","20150608092246","2015-06-08 09:22:46","การค้ามนุษย์ ต้องแก้ที่ความยากจน เน้นบังคับใช้กฎหมายจริงจัง","นายกฯ ประกาศเจตนารมณ์ในการป้องกันและปราบปรามการค้ามนุษย์ วันต่อต้านการค้ามนุษย์ 5 มิ.ย. ปัญหาการค้ามนุษย์เป็นการละเมิดสิทธิมนุษยชนอย่างร้ายแรง ต้องแก้ต้นตอที่ความยากจน ประชาชนทุกคนต้องร่วมมือและรับผิดชอบร่วมกัน ย้ำให้เจ้าหน้าที่บังคับใช้กฎหมายอย่างจริงจัง ช่วยเหลือเหยื่อด้วยการฝึกอาชีพ สร้างรายได้ ก่อนกลับสู่สังคม กรรมการหอการค้าแจ้งต่างประเทศชื่นชมการจดทะเบียนแรงงานต่างด้าว 1.6 ล้านคน เป็นการลดการใช้แรงงานผิดกฎหมาย",,,,"n20150608_910.jpg","2","10","0",,"_blank","2558-06-13",,,NULL,NULL,NULL,NULL,"Y","2015-07-21",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"911","11","2558-06-10","20150610083636","20150610083636","2015-06-10 08:36:36","รมว.แรงงาน ปราศรัย&#039;ความมุ่งมั่น&#039;การดำเนินงาน &#039;ด้านแรงงาน&#039; ของไทย","รมว.แรงงาน กล่าวปราศรัยการดำเนินงานด้านแรงงานของไทย พร้อมสนับสนุนวิสัยทัศน์ ILO แจง!! ไทยดำเนินการแก้ไขปัญหาแรงงานต่างด้าวผิดกฎหมาย กว่า ๑.๖ ล้านคน ระบุตระหนักถึงความสำคัญของการให้สัตยาบันอนุสัญญาขององค์การแรงงานระหว่างประเทศเพื่อนำไปสู่ความก้าวหน้าทางสังคมและเศรษฐกิจ",,,,"n20150610_911.jpg","2","10","0",,"_blank","2558-06-15",,,NULL,NULL,NULL,NULL,"Y","2015-07-22",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"912","11","2558-06-11","20150611084418","20150611084418","2015-06-11 08:44:18","รมว.แรงงาน หารือผู้อำนวยการใหญ่ ILO แจง ไทยพร้อม คุ้มครองสิทธิแรงงาน","รมว.แรงงาน หารือร่วม Mr. Guy Ryder ยืนยันเจตนารมณ์ของรัฐบาลไทยในการให้ความคุ้มครองสิทธิแรงงานภายใต้หลักการของอนุสัญญา ILO ด้าน ผู้อำนวยการใหญ่ ILO แสดงความกังวลต่อปัญหาการอพยพย้ายถิ่น การเคลื่อนย้ายแรงงาน และการค้ามนุษย์ ชี้เข้าใจต่อสถานการณ์เพราะเป็นปัญหาระดับภูมิภาค ต้องอาศัยความร่วมมือ",,,,"n20150611_912.jpg","2","10","0",,"_blank","2558-06-16",,,NULL,NULL,NULL,NULL,"Y","2015-07-23",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"913","11","2558-06-15","20150615104556","20150615104556","2015-06-15 10:45:56","ย้ำชัดไทยพร้อมจัดการปัญหา&#039;ค้ามนุษย์&#039; ไม่ให้มีการใช้แรงงานเด็ก-เเรงงานทาส","ปลัดกระทรวงแรงงาน กล่าวต่อที่ประชุมรัฐมนตรีแรงงานเอเชีย ในการประชุมองค์การแรงงานระหว่างประเทศ &#039;ย้ำ&#039;จุดยืนไทย&#039;เห็นค่า&#039;คนทำงานและพร้อมทำทุกวิถีทางเพื่อไม่ให้มีการใช้แรงงานทาส เเรงงานเด็ก!! พร้อมนำเสนอความก้าวหน้าในภารกิจด้านสร้างโอกาสการมีงานทำ การขับเคลื่อนงานความปลอดภัยและอาชีวอนามัย พร้อมสร้างงานที่มีคุณค่าแก่แรงงานภาคเกษตร ",,,,"n20150615_913.jpg","2","10","0",,"_blank","2558-06-20",,,NULL,NULL,NULL,NULL,"Y","2015-07-24",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"914","11","2558-06-17","20150617085408","20150617085408","2015-06-17 08:54:08","ยกระดับฝีมือครัวไทยสู่ครัวโลก พัฒนาอาชีพนวดสปาเสริมภูมิปัญญาไทย","รัฐมนตรีว่าการกระทรวงแรงงาน เผย ก.แรงงานพร้อมเป็นวิทยากรพัฒนาฝีมือแรงงานในสถานประกอบการด้วยระบบทวิภาคี ยกระดับครัวไทยสู่ครัวโลก ย้ำพัฒนาผู้ประกอบการนวดสปาให้มีทักษะมาตรฐานฝีมือแรงงานแห่งชาติ สร้างอาชีพ มีรายได้ มีคุณภาพ ได้มาตรฐานเป็นเอกลักษณ์ภูมิปัญญาไทย",,,,"n20150617_914.jpg","2","10","0",,"_blank","2558-06-22",,,NULL,NULL,NULL,NULL,"Y","2015-07-28",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"915","11","2558-06-22","20150622100231","20150622100231","2015-06-22 10:02:31","รมว.แรงงาน ย้ำ!! มองอนาคตกำหนดเป้าหมายชัดเจน พร้อมตอบ 25 ปีประกันสังคมให้อะไรประชาชน","รมว.แรงงาน มอบนโยบายผู้บริหารประกันสังคม (สปส.) ย้ำ!! มองอนาคตต้องกำหนดเป้าหมายการทำงานให้ชัดเจน สร้างความน่าเชื่อถือ/ศรัทธาต่อประชาชนและผู้ประกันตน แนะการบริหารงานต้องมีผู้กำกับ (Regulator) และผู้ปฏิบัติ (Operator) พร้อมตอบ 25 ปีประกันสังคมให้ประโยชน์และดูแลประชาชนอย่างไร",,,,"n20150622_915.jpg","2","10","0",,"_blank","2558-06-27",,,NULL,NULL,NULL,NULL,"Y","2015-07-29",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"916","11","2558-06-23","20150623090504","20150623090504","2015-06-24 08:29:45","ขีดเส้นต่างด้าวรายงานตัวขอบัตรชมพูถึง 30 มิถุนาฯ 58 ก่อนเข้มมาตรการตรวจจับจริง"," &#039;รัฐมนตรีแรงงาน&#039; ตรวจศูนย์วันสต็อปเซอร์วิส จ.สมุทรสาคร เผยพึงพอใจทุกฝ่ายทำงานเข้มแข็ง ระบุตัวเลขต่างด้าวคลาดเคลื่อนไม่กังวล เหตุแรงงานต่างด้าวกลับบ้านช่วงปีใหม่ สงกรานต์ และนายจ้างมีแรงงานเพียงพอแล้ว ย้ำมาตรการดูแลแรงงานต่างด้าวหลัง 30 มิถุนาฯ 58 กลุ่มที่มาลงทะเบียนแล้ว ตรวจสัญชาติ ออกใบรับรองพร้อมออกใบอนุญาตทำงาน ส่วนกลุ่มไม่มีใบอนุญาต จะใช้มาตรการตรวจจับทั้งนายจ้างและลูกจ้าง",,,,"n20150624_916.jpg","2","10","0",,"_blank","2558-06-28",,,NULL,NULL,NULL,NULL,"Y","2015-08-04",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"917","11","2558-06-25","20150625094335","20150625094335","2015-06-25 11:27:02","ก.แรงงานเดินหน้า หางานทำได้ทุกที่ทุกวัน ลด สังคมเหลื่อมล้ำ","รัฐมนตรีว่าการกระทรวงแรงงาน เผย ก.แรงงาน มุ่งมั่น ลดเหลื่อมล้ำ ลดช่องว่าง คนไทยมีงานที่ดีทำ มีรายได้สูง ย้ำให้ ขรก. ไม่ตั้งรับ ต้องยื่นมือออกไปทำงานเชิงรุก  ตั้งเป้าเปิดศูนย์บริการจัดหางานเพื่อคนไทยทั่วประเทศ คนพิการ คนจบใหม่ คนอยากเปลี่ยนงาน ทหารปลดประจำการ ผู้พ้นโทษ แรงงานนอกระบบ ใช้เทคโนโยลีตอบโจทย์ หางานทำได้ทุกที่ทุกวัน ยกการคุ้มครองสิทธิแรงงานสู่มาตรฐานสากล สร้างการยอมรับเวทีโลก",,,,"n20150625_917.jpg","2","10","0",,"_blank","2558-06-30",,,NULL,NULL,NULL,NULL,"Y","2015-08-05",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"918","11","2558-06-25","20150625112049","20150625112055","2015-06-25 11:20:49","opopop","080up;j;",,,"[ik[k'","n20150625_918.png","2","3","0",,"_blank","2558-06-30",,,,NULL,NULL,NULL,"D","2015-06-25",NULL,,,,"1","0",,,,"0","20150625112551","1","1","1",,,,"0",NULL,NULL,NULL,NULL
"919","11","2558-06-29","20150629090941","20150629090941","2015-06-29 09:09:41","รมว.แรงงาน &#039;มองอนาคต&#039; พร้อมร่วมมือแก้ปัญหาแรงงานเชิงพื้นที่ จชต.","พลเอก สุรศักดิ์ กาญจนรัตน์ รัฐมนตรีแรงงาน &#039;มองอนาคต&#039; ย้ำ ข้อมูลแรงงานระดับพื้นที่สำคัญ ตอบโจทย์แก้ปัญหาแรงงานเชิงพื้นที่ มอบนโยบาย ขรก. ๕ จชต.&#039;ถือเป็นเกียรติและความภาคภูมิใจของชีวิต&#039; ได้มีโอกาสปฏิบัติราชการในพื้นที่พิเศษ พร้อมร่วมมือทุกภาคส่วน ไม่แบ่งแยกภารกิจ ให้กำลังใจบัณฑิตแรงงาน-อาสาสมัครแรงงาน ข้อต่อกระทรวงแรงงานช่วยประสานบริการภาครัฐและนำประโยชน์สู่พี่น้องประชาชน",,,,"n20150629_919.jpg","2","10","0",,"_blank","2558-07-04",,,NULL,NULL,NULL,NULL,"Y","2015-08-13",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"920","11","2558-06-30","20150630095556","20150630095556","2015-06-30 09:55:56","รมว.แรงงาน สร้างความมั่นใจ เยือน &#039;นราธิวาส&#039; กระตุ้นเศรษฐกิจให้พื้นที่","พลเอก สุรศักดิ์ กาญจนรัตน์ รมว.แรงงาน เยือนจังหวัดนราธิวาส บัณฑิตแรงงานประทับใจ ช่วยสร้างความมั่นใจ นราฯไม่น่ากลัว กระตุ้นเศรษฐกิจให้พื้นที่ ประชาชนได้รับประโยชน์จากบัณฑิตแรงงาน ช่วยแก้ไขปัญหาในเชิงพื้นที่ของจังหวัดชายแดนภาคใต้",,,,"n20150630_920.jpg","2","10","0",,"_blank","2558-07-05",,,NULL,NULL,NULL,NULL,"Y","2015-08-17",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"921","56","2558-06-30","20150630100216","20150630100216","2015-06-30 10:02:16","ขอเชิญร่วมงานนัดพบแรงงานย่อย ครั้งที่ 4/2558 และ โครงการจัดหางานให้คนพิการมีงานทำ วันศุกร์ที่ 10 กรกฎาคม 2558 เวลา 10.00-17.00น. ณ ห้างสรรพสินค้าพาต้า ปิ่นเกล้า ชั้น 4",,,,,,"1","11","0","download/article/article_20150630100216.jpg","_blank","2558-07-05",,,,NULL,NULL,NULL,"D","2015-11-03",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"922","56","2558-06-30","20150630100949","20150630100949","2015-06-30 10:09:49","ขอเชิญร่วมงาน วันนัดพบแรงงานย่อย ครั้งที่ 7 วันศุกร์ที่ 17 กรกฎาคม 2558 เวลา 11.00-17.00น. ณ บริเวณศูนย์อาหารภายในห้างสรรพสินค้าอัศวรรณคอมเพล็กซ์ 2",,,,,,"1","11","0","download/article/article_20150630100949.jpg","_blank","2558-07-05",,,,NULL,NULL,NULL,"D","2015-11-03",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"923","56","2558-07-01","20150701100345","20150701100345","2015-07-01 10:03:45","สำนักจัดหางานกรุงเทพเขตพื้นที่ 6 ขอเชิญร่วมงาน &quot;นัดพบแรงงานย่อย&quot; วันเสาร์ที่ 18 กรกฎาคม 2558 เวลา 10.00 - 16.00 น. ณ สำนักจัดหางานกรุงเทพเขตพื้นที่ 6 อาคารเอสซี พลาซ่า ชั้น M (สายใต้ใหม่)",,,,,,"1","11","0","download/article/article_20150701100345.jpg","_blank","2558-07-06",,,,NULL,NULL,NULL,"D","2015-11-05",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"924","11","2558-07-02","20150702084749","20150702084749","2015-07-02 08:47:49","ให้อำนาจ ผู้ว่าฯ บริหารจัดการต่างด้าวเขตเศรษฐกิจพิเศษ","คณะกรรมการนโยบายการจัดการปัญหาแรงงานต่างด้าวและการค้ามนุษย์ด้านแรงงาน (กนร.)  เห็นชอบให้ผู้ว่าฯ มีอำนาจบริหารจัดการต่างด้าวในพื้นที่เขตเศรษฐกิจพิเศษและเขตพื้นที่ชายแดน ย้ำ มาตรการเข้มหลังปิดรับต่างด้าวรายงานตัว 30 มิ.ย.ที่ผ่านมา เร่งนายจ้างให้นำต่างด้าว ลาว เมียนมา และกัมพูชา ตรวจสัญชาติให้เสร็จสิ้นภายใน 31 มีนาคม 2559  ซึ่งจะได้รับอนุญาตให้อยู่และทำงานได้อีก 2 ปี (ถึง 31 มีนาคม 2561)  หากพ้นกำหนดถูกดำเนินคดีตามกฎหมายทั้งนายจ้าง-ต่างด้าว ผู้นำพาและผู้ให้พี่พักพิง",,,,"n20150702_924.jpg","2","10","0",,"_blank","2558-07-07",,,NULL,NULL,NULL,NULL,"Y","2015-08-18",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"925","56","2558-07-02","20150702091826","20150702091826","2015-07-02 09:18:26","เชิญร่วมกิจกรรมวันนัดพบแรงงานย่อย ครั้งที่ 4  วันพุธที่ 29 กรกฎาคม 2558 เวลา 09.00-15.00น. ณ อาคารศูนย์ราชการกระทรวงแรงงาน จ.ยะลา",,,,,,"1","11","0","download/article/article_20150702091826.jpg","_blank","2558-07-07",,,,NULL,NULL,NULL,"D","2015-11-05",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"926","11","2558-07-03","20150703083857","20150703083857","2015-07-03 08:38:57","รมว. แรงงาน ย้ำ ทำงาน ปลอดภัย จุดเริ่มต้นคือ จิตสำนึก สู่ความยั่งยืน วัฒนธรรมความปลอดภัย","รมว. แรงงาน ย้ำ!! ทำงานปลอดภัย จุดเริ่มต้นคือ จิตสำนึก สู่ความยั่งยืน วัฒนธรรมความปลอดภัย จัดงาน สัปดาห์ความปลอดภัยในการทำงานแห่งชาติ ครั้งที่ 29 ระหว่าง 2  4 กรกฎาคม 2558 ณ ศูนย์ประชุมและนิทรรศการไบเทค บางนา กรุงเทพฯ",,,,"n20150703_926.jpg","2","10","0",,"_blank","2558-07-08",,,NULL,NULL,NULL,NULL,"Y","2015-08-21",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"927","56","2558-07-03","20150703084723","20150703084723","2015-07-03 08:47:23","&quot;งานนัดพบแรงงาน&quot; 7 สิงหาคม 2558 เวลา 10.30-15.00น. ณ ศุนย์การค้าเซ็นทรัลพลาซา ชลบุรี",,,,,,"1","11","0","download/article/article_20150703084723.jpg","_blank","2558-07-08",,,,NULL,NULL,NULL,"D","2015-11-09",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"928","11","2558-07-07","20150707112434","20150707112434","2015-07-07 11:24:34","ประกันสังคม สร้างกำไร ๓ หมื่นล้าน เร่งกฎหมาย เพิ่มสิทธิประโยชน์ ผปต. เตรียมคุ้มครองแรงงานต่างด้าว","ผลการดำเนินการสำนักงานประกันสังคมรอบ ๘ เดือน ลงทุนมีกำไร ๓๐,๐๐๐ ล้านบาท คาด ๒๐ ตุลานี้ คลอด กม.ลูก ๑๗ ฉบับ ดูแลลูกจ้างผู้ประกันตน พร้อมเร่งรัดจัดทำร่างกฎหมายประกันสังคมสำหรับแรงงานต่างด้าว และศึกษาแนวทางการยืมตัวแรงงานต่างด้าวระหว่างเรือประมง ช่วยลดผลกระทบเจ้าของเรือจากมาตรการ IUU",,,,"n20150707_928.jpg","2","10","0",,"_blank","2558-07-12",,,NULL,NULL,NULL,NULL,"Y","2015-08-24",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"929","11","2558-07-08","20150708084741","20150708084741","2015-07-08 08:47:41","3 ทศวรรษ ศูนย์ฟื้นฟูฯ พัฒนาผู้ประกันตนสู่ โอกาส อาชีพใหม่","3 ทศวรรษ งานฟื้นฟูสมรรถภาพคนงานไทย รมว.แรงงาน ย้ำ!! การฟื้นฟู จิตใจ เป็นสิ่งสำคัญ พร้อมเปิดโครงการเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ในโอกาสฉลองพระชนมายุครบ 60 พรรษา : วันคล้ายวันสถาปนาศูนย์ฟื้นฟูปทุมธานี ครบ 3 ทศวรรษ ณ ศูนย์ฟื้นฟูสมรรถภาพคนงาน จังหวัดปทุมธานี ผู้รับการฟื้นฟู พิการ มั่นใจไม่ใช่ปัญหา พลิกปมด้อยเป็นปมเด่นสร้างโอกาสอาชีพใหม่ให้ชีวิต",,,,"n20150708_929.jpg","2","10","0",,"_blank","2558-07-13",,,NULL,NULL,NULL,NULL,"Y","2015-08-25",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"930","11","2558-07-09","20150709090630","20150709090630","2015-07-09 09:06:30","รมว.แรงงาน &#039;มั่นใจ&#039; อสร.ช่วยขับเคลื่อนนโยบายรัฐฯ สู่พื้นที่","๘ กรกฎาคม ๒๕๕๘ พลเอก สุรศักดิ์ กาญจนรัตน์ รัฐมนตรีว่าการกระทรวงแรงงาน ประชุมมอบนโยบายให้แก่อาสาสมัครแรงงานจังหวัดอุบลราชธานี จำนวน 219 คนใน 25 อำเภอของจังหวัดอุบลราชธานี รัฐมนตรีว่าการกระทรวงแรงงานแสดงความมั่นใจ อาสาสมัครแรงงาน (อสร.)ช่วยขับเคลื่อนนโยบายรัฐบาลรวมถึงภารกิจด้านแรงงานลงสู่พื้นที่ พร้อมรับทราบถึงปัญหาในการปฎิบัติงานของอาสาสมัครแรงงาน ณ ห้องประชุมอาคารอเนกประสงค์ สถาบันพัฒนาฝีมือแรงงานภาค ๗ จังหวัดอุบลราชธานี",,,,"n20150709_930.jpg","2","10","0",,"_blank","2558-07-14",,,NULL,NULL,NULL,NULL,"Y","2015-08-28",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"931","11","2558-07-10","20150710084136","20150710084136","2015-07-10 08:41:36","ก.แรงงาน ออกใบอนุญาตทำงานจุดเดียวเบ็ดเสร็จ ตอบโจทย์นักลงทุน รับเขตเศรษฐกิจพิเศษ","รัฐมนตรีแรงงาน ร่วมเปิดศูนย์บริการเบ็ดเสร็จด้านการลงทุน ชั้น 18 อาคารจัตุรัสจามจุรี ด้านกรมการจัดหางาน ก.แรงงาน มีศูนย์บริการวีซ่าและใบอนุญาตทำงาน ให้บริการนักลงทุนวันละกว่า 300 คน สนองนโยบายรัฐบาล พร้อมจับมือเครือข่าย 38 หน่วยงาน 14 กระทรวง 9 องค์กรธุรกิจ อำนวยความสะดวกนักลงทุนดำเนินการได้ลักษณะเบ็ดเสร็จในสถานที่เดียว รวมบริการให้คำปรึกษา ขอใบอนุญาตประกอบธุรกิจของคนต่างด้าว รองรับ 10 เขตพัฒนาเศรษฐกิจพิเศษ ดีเดย์เสริมการลงทุน จ.ตาก จ.สระแก้ว ช่วงเริ่มต้นก่อน",,,,"n20150710_931.jpg","2","10","0",,"_blank","2558-07-15",,,NULL,NULL,NULL,NULL,"Y","2015-09-01",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
"932","56","2558-07-10","20150710084820","20150710084820","2015-07-10 08:48:20","ขอเชิญสมัครงาน วันนัดพบแรงงาน วันจันทร์ที่ 20 กรกฎาคม 2558 เวลา 08.30-16.30น. ณ ศูนย์บริการจัดหางานเพื่อคนไทย(Smart Job Center) กระทรวงแรงงาน ดินแดง กทม.",,,,,,"1","11","0","download/article/article_20150710084820.jpg","_blank","2558-07-15",,,,NULL,NULL,NULL,"D","2015-11-09",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"933","56","2558-07-10","20150710085837","20150710085837","2015-07-10 08:58:37","สำนักงานจัดหางานจังหวัดสมุทรปราการ &quot;นัดพบแรงงานย่อยจังหวัดสมุทรปราการ&quot; วันพฤหัสบดีที่ 23 กรกฎาคม 2558 เวลา 10.00 - 17.00น. ณ The Outdoor ชั้น 2 บริเวณหน้าโลตัสศรีนครินทร์ สมุทรปราการ",,,,,,"1","11","0","download/article/article_20150710085837.jpg","_blank","2558-07-15",,,,NULL,NULL,NULL,"D","2015-11-09",NULL,NULL,NULL,NULL,NULL,"1",,,,"2","20170306174016","1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,"3","0",NULL,NULL,NULL,NULL
"934","11","2558-07-14","20150714092851","20150714092851","2015-07-14 09:28:51","รวมศูนย์ข้อมูลแรงงาน พัฒนาทักษะฝีมือ ผลิตบุคลากรสู่อุตสาหกรรมสมัยใหม่","รัฐมนตรีแรงงาน เผย  ก.แรงงาน ทำงานเป็นหุ้นส่วนระหว่างนายจ้าง ลูกจ้าง อำนวยความสะดวกสนับสนุนวิทยากร พร้อมเป็นต้นแบบกำหนดมาตรฐานฝีมือแรงงานแห่งชาติ เชื่อความสำเร็จการพัฒนาฝีมือแรงงานขึ้นอยู่กับความร่วมมือภาคเอกชน ผู้ประกอบการ สมาคมวิชาชีพ ย้ำ ก.แรงงาน พร้อมพัฒนาศูนย์ข้อมูลแรงงานแห่งชาติ ตอบโจทย์ความต้องการแรงงานภาคอุตสาหกรรม ผลิตบุคลากรไทยให้เหมาะสม สนองนโยบายรัฐบาล",,,,"n20150714_934.jpg","2","10","0",,"_blank","2558-07-19",,,NULL,NULL,NULL,NULL,"Y","2015-09-02",NULL,,,,"1","1",,,,NULL,NULL,"1","1","1","กลุ่มงานบริการคอมพิวเตอร์และเครือข่าย",,,"0",NULL,NULL,NULL,NULL
