"ad_id","n_id","at_type_col","at_type_row","ad_pic_s","ad_pic_h","ad_pic_w","ad_pic_b","ad_des","ad_font","ad_size","ad_bold","ad_italic","ad_color","ad_align","ad_count"
"382","70","1","1",,"0","0",,"

<table style=""WIDTH: 95%; BORDER-COLLAPSE: collapse"" align=""center"">
	
<tbody>
		
<tr>
			
<td>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ปัจจุบันมีเหตุอุทกภัย(น้ำท่วม) ทำให้ผู้ประกันตนไม่สะดวกที่จะเข้าฟอกไตกับสถานพยาบาลตามสมุดคู่มือฟอกไต ผู้ประกันตนที่มีความจำเป็นจะต้องฟอกไตกับสถานพยาบาลที่อยู่นอกสมุดคู่มือฟอกไตนั้น สำนักจัดระบบบริการทางการแพทย์มีข้อแนะนำให้ผู้ประกันตนสามารถเข้าไปทำการฟอกเลือดกับสถานพยาบาล </span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><br />
						&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1.&nbsp; สถานพยาบาลนอกสมุดคู่มือฟอกไตแต่อยู่ในโครงการประกันสังคม : ผู้ประกันตนไม่ต้องเสียค่าใช้จ่าย ทางสถานพยาบาลจะเป็นผู้ยื่นเรื่องเบิกที่สำนักงานประกันสังคมพื้นที่/จังหวัด ส่วนเกินจากหลักเกณฑ์ผู้ประกันตนจะต้องเสียค่าใช้จ่ายเอง</span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><br />
						&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. สถานพยาบาลนอกสมุดคู่มือฟอกไตและไม่อยู่ในโครงการประกันสังคม : สำนักงานประกันสังคมได้ขอความร่วมมือสถานพยาบาล โดยให้ผู้ประกันตนที่ต้องการฟอกไตเข้าทำการฟอกไตได้ ซึ่งทางสถานพยาบาลจะเป็นผู้ยื่นเรื่องเบิกกับสำนักงานประกันสังคมพื้นที่/จังหวัด โดยจะเบิกค่าบริการทางการแพทย์ได้ตามหลักเกณฑ์ที่กำหนด ส่วนเกินผู้ประกันตนจะต้องเสียค่าใช้จ่ายเอง</span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><br />
						<strong>*หมายเหตุ*</strong></span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><strong><br />
							</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - ในกรณีที่สถานพยาบาลให้ผู้ประกันตนสำรองจ่ายเองทั้งหมด ให้ผู้ประกันตนนำใบเสร็จรับเงินและหลักฐานไปยื่นเรื่องที่สำนักงานประกันสังคมพื้นที่/จังหวัด ซึ่งจะเบิกได้ตามหลักเกณฑ์ที่กำหนด (แต่เรื่องอาจจะล่าช้า เพราะต้องเข้าคณะอนุกรรมการการแพทย์)</span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><br />
						&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - หากสถานพยาบาลต้องการตรวจสอบสิทธิผู้ประกันตนว่ามีสิทธิในการฟอกไตหรือไม่ สามารถตรวจสอบได้ที่สำนักงานประกันสังคม</span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><br />
						&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - กรณีที่ผู้ประกันตนแจ้งว่าแต่ก่อนไม่ต้องเสียค่าใช้จ่ายในการฟอกไตส่วนที่เกิน 1,500 บาท แนะนำให้ผู้ประกันตนยื่นเรื่องอุทธรณ์ </span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt"">&nbsp;</span></div></td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
"383","71","1","1",,"0","0",,"

<table style=""WIDTH: 95%; BORDER-COLLAPSE: collapse"" align=""center"">
	
<tbody>
		
<tr>
			
<td><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ผู้ประกันตนที่ประสบอุทกภัยที่ไม่สามารถไปรายงานตัวกรณีว่างงานตามวันเวลาที่กำหนดได้ ผู้ประกันตนหากสามารถเดินทางได้ให้รีบติดต่อสำนักจัดหางานกรุงเทพเขตพื้นที่/จังหวัดโดยด่วน เพื่อเป็นการอำนวยความสะดวก สำนักงานประกันสังคมได้จัดเจ้าหน้าที่ไปประจำ ณ สำนักจัดหางานของรัฐทั่วประเทศ เพื่อตรวจสอบข้อเท็จจริง หากพบว่ามีเหตุสุดวิสัยจากเหตุการณ์อุทกภัยจริง เจ้าหน้าที่จะมีการประสานงานกับสำนักจัดหางานกรุงเทพ เขตพื้นที่/จังหวัด บันทึกการรายงานตัวของผู้ประกันตน เพื่อจ่ายประโยชน์ทดแทนให้ผู้ประกันตนต่อไป</span></td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
"384","72","1","1",,"0","0",,"

<table style=""WIDTH: 95%; BORDER-COLLAPSE: collapse"" align=""center"">
	
<tbody>
		
<tr>
			
<td>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; เนื่องจากเกิดปัญหาอุทกภัยในหลายจังหวัด ทำให้ผู้ประกันตนที่ประสบอันตรายหรือเจ็บป่วยไม่สามารถเข้ารับบริการทางการแพทย์ ณ สถานพยาบาลตามบัตรรับรองสิทธิฯ เพื่ออำนวยความสะดวกและบรรเทาความเดือดร้อนให้กับผู้ประกันตน สปส.จึงขอความร่วมมือสถานพยาบาลของรัฐและเอกชนที่อยู่ในระบบประกันสังคม หากผู้ประกันตนประสบอันตรายหรือเจ็บป่วยสามารถเข้าทำการรักษาพยาบาลได้โดยไม่เสียค่าใช้จ่าย ทั้งนี้ให้สถานพยาบาลที่ผู้ประกันตนเข้าทำการรักษาเบิกค่าบริการทางการแพทย์ตามหลักเกณฑ์ที่กำหนดจาก สปส. เขตพื้นที่/จังหวัดที่สถานพยาบาลตั้งอยู่โดยตรง</span></div>
				
<div><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt""><br />
						<strong><span style=""COLOR: #ff0000"">*ข้อสำคัญ ผู้ประกันตนที่เข้ารับบริการนี้จะต้องเป็นผู้ที่ได้รับผลกระทบจากอุทกภัย (น้ำท่วม) เท่านั้น* </span></strong></span></div></td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
"385","73","1","1",,"0","0",,"

<table style=""WIDTH: 95%; BORDER-COLLAPSE: collapse"" align=""center"">
	
<tbody>
		
<tr>
			
<td><span style=""FONT-FAMILY: Tahoma; FONT-SIZE: 10pt"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; สำนักงานประกันสังคมจัดตั้งศูนย์ช่วยเหลือรับบริจาคสิ่งของ และจัดทีมแนะนำความปลอดภัย มีหน่วยแพทย์เคลื่อนที่ออกให้บริการเพื่ออำนวยความสะดวกแก่ผู้ประกันตน สำหรับผู้ประกันตนที่ประสบอุทกภัยน้ำท่วม หากประสบอันตรายหรือเจ็บป่วยสามารถเข้าโรงพยาบาลรัฐบาลหรือ โรงพยาบาลเอกชนในระบบประกันสังคมได้โดยไม่ต้องเสียค่าใช้จ่าย พร้อมทั้งขยายระยะเวลา ""โครงการประกันสังคมเคียงข้างผู้ประกันตนต้านอุทกภัย จากเดิมสิ้นสุดวันที่ 31 ตุลาคม 2554 ขยายเวลาเป็นสิ้นสุดวันที่ 30 เมษายน 2555 เพื่อช่วยเหลือผู้ที่ได้รับผลกระทบจากเหตุอุทกภัยน้ำท่วม</span></td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
"386","76","1","1",,"0","0",,"test test 

<table cellspacing=""0"" cellpadding=""0"" width=""461"" border=""0"">
	
<colgroup>
		
<col width=""25""></col>
		
<col width=""436""></col></colgroup>
	
<tbody>
		
<tr height=""32"">
			
<td align=""left"" width=""461"" colspan=""2"" height=""32"">General Management</td>
		</tr>
		
<tr height=""32"">
			
<td align=""right"" height=""32"">3</td>
			
<td align=""left"">จิตวิทยาการทำงานเป็นทีม</td>
		</tr>
		
<tr height=""32"">
			
<td align=""right"" height=""32"">1</td>
			
<td align=""left""><img alt="""" src=""http://lb.mol.go.th/ewtadmin/ewt/counterservice/images/Sunset.jpg"" width=""200"" />Oracle</td>
		</tr>
		
<tr height=""32"">
			
<td align=""right"" height=""32"">2</td>
			
<td align=""left"">MS-SQL</td>
		</tr>
		
<tr height=""32"">
			
<td align=""right"" height=""32"">3</td>
			
<td align=""left"">Web Application with ASP.NET(withVB.Net / C#) , PHP</td>
		</tr>
		
<tr height=""32"">
			
<td align=""right"" height=""32"">2</td>
			
<td align=""left"">การแก้ปัญหา และตัดสินใจ(Problem Solving and Decision Making)</td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
"387","77","1","1",,"0","0",,"

<table style=""BORDER-RIGHT: gray 1px solid; BORDER-TOP: gray 1px solid; BORDER-LEFT: gray 1px solid; WIDTH: 461px; BORDER-BOTTOM: gray 1px solid"" cellspacing=""0"" cellpadding=""10"" border=""0"">
	
<colgroup>
		
<col width=""25""></col>
		
<col width=""436""></col></colgroup>
	
<tbody>
		
<tr height=""32"">
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""left"" width=""461"" colspan=""2"" height=""32""><span style=""COLOR: #6b8e23""><strong>General Management</strong></span></td>
		</tr>
		
<tr height=""32"">
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""right"" height=""32""><span style=""COLOR: #6b8e23""><strong>3</strong></span></td>
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""left""><span style=""COLOR: #6b8e23""><strong>จิตวิทยาการทำงานเป็นทีม</strong></span></td>
		</tr>
		
<tr height=""32"">
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""right"" height=""32""><span style=""COLOR: #6b8e23""><strong>1</strong></span></td>
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""left""><span style=""COLOR: #6b8e23""><strong>Oracle</strong></span></td>
		</tr>
		
<tr height=""32"">
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""right"" height=""32""><span style=""COLOR: #6b8e23""><strong>2</strong></span></td>
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""left""><span style=""COLOR: #6b8e23""><strong>MS-SQL</strong></span></td>
		</tr>
		
<tr height=""32"">
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""right"" height=""32""><span style=""COLOR: #6b8e23""><strong>3</strong></span></td>
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""left""><span style=""COLOR: #6b8e23""><strong>Web Application with ASP.NET(withVB.Net / C#) , PHP</strong></span></td>
		</tr>
		
<tr height=""32"">
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""right"" height=""32""><span style=""COLOR: #6b8e23""><strong>2</strong></span></td>
			
<td style=""BORDER-RIGHT: black 1px solid; BORDER-TOP: black 1px solid; BORDER-LEFT: black 1px solid; BORDER-BOTTOM: black 1px solid"" align=""left""><span style=""COLOR: #6b8e23""><strong>การแก้ปัญหา และตัดสินใจ(Problem Solving and Decision Making)</strong></span></td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
"388","78","1","1","t20150325141544_388.jpg","200","200","n20150325141544_388.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"389","78","2","1",,"200","200",,"blue hill","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"390","78","1","2","t20150325141549_390.jpg","200","200","n20150325141549_390.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"391","78","2","2",,"200","200",,"lotus","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"392","78","1","3","t20150325141553_392.jpg","200","200","n20150325141553_392.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"393","78","2","3",,"200","200",,"sunset","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"394","78","1","4","t20150325141557_394.jpg","200","200","n20150325141557_394.jpg",NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"395","78","2","4",,"200","200",,"winter","MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"396","78","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"397","78","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"398","78","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"399","78","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"400","78","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"401","78","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"402","78","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"403","78","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"404","78","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"405","78","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"406","78","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"407","78","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"408","99","1","1",,"0","0",,"

<p><img style=""HEIGHT: 516px; WIDTH: 476px"" alt="""" src=""images/Sunset.jpg"" width=""800"" height=""600"" /></p>

<p>&nbsp;</p>

<p>
	
<table style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid; WIDTH: 288px"" cellspacing=""0"" cellpadding=""0"" border=""0"">
		
<colgroup>
			
<col span=""4"" width=""72""></col></colgroup>
		
<tbody>
			
<tr height=""19"">
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"" width=""72"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; BACKGROUND-COLOR: #ffd700"">ที่</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; BACKGROUND-COLOR: #ffd700"">ชื่อ</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; BACKGROUND-COLOR: #ffd700"">โทร</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; BACKGROUND-COLOR: #ffd700"">e-mail</span></div></td>
			</tr>
			
<tr height=""19"">
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">1</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid""><img style=""HEIGHT: 98px; WIDTH: 99px"" alt="""" src=""images/untitled.png"" width=""278"" height=""180"" /></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">444</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">asdsd</span></div></td>
			</tr>
			
<tr height=""19"">
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">2</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""left""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">DEF</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">555</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">dfgdfg</span></div></td>
			</tr>
			
<tr height=""19"">
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">3</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""left""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">GHI</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">666</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">ghjghj</span></div></td>
			</tr>
			
<tr height=""20"">
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""20"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">4</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""left""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">JKL</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">777</span></div></td>
				
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"">
					
<div align=""center""><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana; COLOR: #ff1493"">jkljkl</span></div></td>
			</tr>
		</tbody>
	</table></p>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana"">&nbsp;</span></div>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana""><img style=""HEIGHT: 145px; WIDTH: 646px"" alt="""" src=""images/parn.jpg"" width=""616"" height=""575"" /></span></div>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana"">&nbsp;</span></div>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana"">&nbsp;</span></div>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana"">&nbsp;</span></div>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana"">&nbsp;</span></div>

<div><span style=""FONT-SIZE: 14pt; FONT-FAMILY: Verdana"">&nbsp;</span></div>",,"0",,,,,"0"
"409","100","1","1",,"0","0",,"

<table style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid; WIDTH: 316px"" cellspacing=""0"" cellpadding=""0"" border=""0"">
	
<colgroup>
		
<col width=""72""></col>
		
<col width=""172""></col>
		
<col width=""72""></col></colgroup>
	
<tbody>
		
<tr height=""19"">
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"" width=""72"">
				
<p align=""center"">ลำ<span style=""FONT-SIZE: 12pt; FONT-FAMILY: Tahoma"">ดับ</span></p></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""172"" align=""left"">
				
<p align=""center""><span style=""FONT-SIZE: 12pt; FONT-FAMILY: Tahoma"">ปัญหา</span></p></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 12pt; FONT-FAMILY: Tahoma"">ตัว</span></p></td>
		</tr>
		
<tr height=""19"">
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">1</span></p></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""172"" align=""left""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">จังหวัดลพบุรีทำไม่จึงมีลิง</span></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">100</span></p></td>
		</tr>
		
<tr height=""19"">
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">2</span></p></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""172"" align=""left""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">ปัจจุบันมันเหลือเพียง</span></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">99</span></p></td>
		</tr>
		
<tr height=""19"">
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" height=""19"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">3</span></p></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""172"" align=""left""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma"">หายไปไหน</span></td>
			
<td style=""BORDER-TOP: black 1px solid; BORDER-RIGHT: black 1px solid; BORDER-BOTTOM: black 1px solid; BORDER-LEFT: black 1px solid"" width=""72"">
				
<p align=""center""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Tahoma""><img style=""HEIGHT: 67px; WIDTH: 84px"" alt="""" src=""images/untitled.png"" width=""274"" height=""181"" /></span></p></td>
		</tr>
	</tbody>
</table>",,"0",,,,,"0"
